id,digit,anio,mes,fecha,municipio,zona,calles,inmueble,oferta,sup lote,sup constr,dormitorios,banios,garaje,nueva,costo total,repetidos,especiales,observaciones,s_mun,s_ofer,s_inm,s_dorm,s_ban,s_neo,s_lot,s_const,S_PRECIO,SL,SC,PRECIO,PLOTE,PCONST,PCOMT,PLTMT,base
147,rld,2012,10,7,Cochabamba,norte,cala cala,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
148,rld,2012,10,7,Cochabamba,chiquicollo,final america oeste,Casa,Dueño,350,290,4,,1,1,185000,,0,,cb,dueno,cas,4,ne,nueva,301-430,273+,130-194,1,1,1,1,1,637.9310345,637.9310345,1.00
149,rld,2012,10,7,Sacaba,sacaba,urb bella vista,Casa en Urb.,Dueño,,,3,4,,0,115000,,0,,sac,dueno,casurb,3,3+,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
150,rld,2012,10,7,Quillacollo,quillacollo,,Casa,Dueño,,,,,,0,,,0,,qllo,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
151,rld,2012,10,7,Sacaba,sacaba,quintanilla,Casa,Dueño,,,,,,1,,,0,,sac,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
152,rld,2012,10,7,Quillacollo,quillacollo,,Casa,Dueño,,,,,,1,,,0,,qllo,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
153,rld,2012,10,7,Quillacollo,quillacollo,km 8,Casa,Dueño,,,,,,1,,,0,,qllo,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
154,rld,2012,10,7,Cochabamba,seminario,proxima blanco galindo,Casa,Dueño,,,,,,0,180000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
157,rld,2012,10,7,Cochabamba,norte,,Casa,Dueño,,,,4,,0,,,0,,cb,dueno,cas,NE,3+,ne,ne,ne,ne,0,0,0,0,0,,,1.00
158,rld,2012,10,7,Cochabamba,norte,av melchor perez,Casa,Dueño,,,4,,1,0,,,0,,cb,dueno,cas,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
159,rld,2012,10,7,Cochabamba,norte,el mirador,Casa,Dueño,500,,4,,1,0,275000,,0,,cb,dueno,cas,4,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
160,rld,2012,10,7,Sacaba,sacaba,esmeralda norte,Casa,Dueño,440,,,,1,0,85000,,0,,sac,dueno,cas,NE,ne,ne,431-696,ne,82-130,1,0,1,1,0,,,1.00
161,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Dueño,520,,4,6,1,0,,,0,,cb,dueno,cas,4,3+,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
162,rld,2012,10,7,Cochabamba,norte,av juan de la rosa cerca col maryknoll,Casa,Dueño,400,,5,,1,0,250000,,0,,cb,dueno,cas,5+,ne,ne,301-430,ne,194+,1,0,1,1,0,,,1.00
164,rld,2012,10,7,Cochabamba,,urb ALG,Casa en Urb.,Dueño,400,,,,,1,,,0,,cb,dueno,casurb,NE,ne,nueva,301-430,ne,ne,1,0,0,0,0,,,1.00
165,rld,2012,10,7,Quillacollo,quillacollo,centro,Casa,Dueño,,,,,,0,,,0,,qllo,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
167,rld,2012,10,7,Quillacollo,quillacollo,,Casa,Dueño,,,3,,,0,147000,,0,,qllo,dueno,cas,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
168,rld,2012,10,7,Cochabamba,centro,calle sucre cerca umss,Casa,Dueño,607,,,,,2,370000,,0,casa como lote,cb,dueno,cas,NE,ne,no-nueva,431-696,ne,194+,1,0,1,1,0,,,1.00
169,rld,2012,10,7,Cochabamba,norte,av juan de la rosa y beiging,Casa,Constructora,838,,2,,1,0,,,0,,cb,otro,cas,1-2,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
171,rld,2012,10,7,Cochabamba,norte,av simon lopez y colquiri,Casa,Dueño,,,,,,1,98000,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
172,rld,2012,10,7,Sacaba,sacaba,km 7,Casa,Dueño,,,,,,1,85000,,0,,sac,dueno,cas,NE,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
173,rld,2012,10,7,Colcapirhua,colcapirhua,km 7.5 cerca aduana,Casa,Dueño,,,2,,,1,58000,,0,,colc,dueno,cas,1-2,ne,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
174,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Dueño,,,,,,0,102000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
175,rld,2012,10,7,Cochabamba,norte,mayorazgo,Casa,Dueño,575,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
176,rld,2012,10,7,Cochabamba,centro,av 25 de mayo,Casa,Dueño,697,,20,,,2,,,0,casa comercial,cb,dueno,cas,5+,ne,no-nueva,697-max,ne,ne,1,0,0,0,0,,,1.00
177,rld,2012,10,7,Cochabamba,norte,mesadilla urb el frutillar,Casa,Dueño,,,2,1,1,1,95000,,0,,cb,dueno,cas,1-2,1-2,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
178,rld,2012,10,7,Tiquipaya,tiquipaya,,Casa,Dueño,2160,,,,,0,165000,,0,,tiq,dueno,cas,NE,ne,ne,697-max,ne,130-194,1,0,1,1,0,,,1.00
179,rld,2012,10,7,Sacaba,sacaba,urb bella vista,Casa en Urb.,Dueño,,,5,,,1,,,0,,sac,dueno,casurb,5+,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
180,rld,2012,10,7,Cochabamba,norte,av calampampa,Casa,Dueño,,,4,3,1,0,,,0,,cb,dueno,cas,4,3+,ne,ne,ne,ne,0,0,0,0,0,,,1.00
182,rld,2012,10,7,Sacaba,sacaba,quintanilla,Casa,Dueño,2500,,,,,2,,,0,casa como lote,sac,dueno,cas,NE,ne,no-nueva,697-max,ne,ne,1,0,0,0,0,,,1.00
183,rld,2012,10,7,Tiquipaya,tiquipaya,cerca univale,Casa,Dueño,,,,,,0,135000,,0,,tiq,dueno,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
184,rld,2012,10,7,Colcapirhua,colcapirhua,santa rosa km 7 cap ustariz,Casa,Dueño,400,235,5,,,1,145000,,0,,colc,dueno,cas,5+,ne,nueva,301-430,169-272,130-194,1,1,1,1,1,617.0212766,617.0212766,1.00
185,rld,2012,10,7,Cochabamba,norte,av america y juan de la rosa,Casa,Dueño,,,,,,1,,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
187,rld,2012,10,7,Cochabamba,,av blanco galindo km 4,Casa,Dueño,300,,3,,,0,135000,,0,,cb,dueno,cas,3,ne,ne,144-300,ne,130-194,1,0,1,1,0,,,1.00
188,rld,2012,10,7,Cochabamba,sud,zona loreto av panamerica y j cabrera,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
189,rld,2012,10,7,Cochabamba,norte,cala cala,Casa,Dueño,460,,,,,0,280000,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
190,rld,2012,10,7,Cochabamba,queru queru,,Casa,Dueño,,,5,,1,0,,,0,,cb,dueno,cas,5+,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
191,rld,2012,10,7,Sacaba,sacaba,km 4,Casa,Inmobiliaria,,,,,,0,120000,,0,,sac,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
193,rld,2012,10,7,Cochabamba,chimba,,Casa,Dueño,,,,,,0,125000,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
194,rld,2012,10,7,Cochabamba,,templo mormom,Casa,Dueño,,,4,,,0,85000,,0,,cb,dueno,cas,4,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
195,rld,2012,10,7,Cochabamba,norte,Parque demetrio canelas cerca hipermaxi,Casa,Dueño,512,,,,,0,530000,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
196,rld,2012,10,7,Cochabamba,norte,av melchor perez y simon lopez,Casa,Dueño,360,,,,,0,195000,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,194+,1,0,1,1,0,,,1.00
197,rld,2012,10,7,Cochabamba,linde,cerca malteria,Casa,Dueño,,,,,,1,155000,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
198,rld,2012,10,7,Cochabamba,norte,av circunvalacion,Casa,Dueño,334,,,,,0,145000,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,130-194,1,0,1,1,0,,,1.00
199,rld,2012,10,7,Sacaba,sacaba,,Casa,Dueño,,,2,1,,1,42000,,0,,sac,dueno,cas,1-2,1-2,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
200,rld,2012,10,7,Cochabamba,norte,av villarroel,Casa,Dueño,,,5,,,0,,,0,,cb,dueno,cas,5+,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
201,rld,2012,10,7,Cochabamba,sud,aeropuerto,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
202,rld,2012,10,7,Cochabamba,norte,frente inst americano,Casa,Dueño,1000,,5,,1,0,,,0,,cb,dueno,cas,5+,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
203,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Dueño,,,4,,1,0,,,0,,cb,dueno,cas,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
204,rld,2012,10,7,Cochabamba,norte,urb el bosque I,Casa en Urb.,Dueño,2000,800,,,,0,900000,,0,,cb,dueno,casurb,NE,ne,ne,697-max,273+,194+,1,1,1,1,1,1125,1125,1.00
205,rld,2012,10,7,Cochabamba,norte,cerca stadium,Casa,Dueño,,,5,,,0,,,0,,cb,dueno,cas,5+,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
206,rld,2012,10,7,Cochabamba,norte,tupuraya urb el mirador,Casa,Dueño,512,,4,,1,0,,,0,,cb,dueno,cas,4,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
207,rld,2012,10,7,Cochabamba,norte,el mirador,Casa,Dueño,,,4,,,0,,,0,,cb,dueno,cas,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
208,rld,2012,10,7,Cochabamba,norte,urb el vaticano,Casa en Urb.,Dueño,,,4,,1,0,,,0,,cb,dueno,casurb,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
209,rld,2012,10,7,Quillacollo,quillacollo,c monseñor rosales 1/2 cuadra al sud de la via ferrea,Casa,Dueño,,,3,,,0,,,0,,qllo,dueno,cas,3,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
210,rld,2012,10,7,Quillacollo,quillacollo,23 de marzo,Casa,Inmobiliaria,,,,,,1,,,0,,qllo,otro,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
211,rld,2012,10,7,Quillacollo,quillacollo,cerca de cota oeste,Casa,Inmobiliaria,,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
212,rld,2012,10,7,Quillacollo,quillacollo,urb saavedra,Casa en Urb.,Inmobiliaria,,,,,,0,,,0,,qllo,otro,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
213,rld,2012,10,7,Quillacollo,quillacollo,marquina,Casa,Inmobiliaria,,,,,,1,,,0,,qllo,otro,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
214,rld,2012,10,7,Quillacollo,quillacollo,bella vista,Casa en Urb.,Inmobiliaria,,,6,,,0,,,0,,qllo,otro,casurb,5+,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
216,rld,2012,10,7,Quillacollo,quillacollo,pairumani,Casa,Dueño,3700,,,,,0,,,0,,qllo,dueno,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
217,rld,2012,10,7,Cochabamba,chilimarca,,Casa,Dueño,250,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
218,rld,2012,10,7,Tiquipaya,tiquipaya,condominio lado col tiquipaya,Casa en Urb.,Dueño,,,4,,1,0,180000,,0,,tiq,dueno,casurb,4,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
219,rld,2012,10,7,Cochabamba,centro,calle lanza,Casa,Dueño,,,,,,0,,,0,tiendas comerciales,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
220,rld,2012,10,7,Cochabamba,norte,stadium,Casa,Dueño,,,,,,0,,,0,casa de huespedes,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
221,rld,2012,10,7,Cochabamba,norte cala cala,calle jose quintin mendoza y teofilo vargas,Casa,Dueño,480,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
222,rld,2012,10,7,Sacaba,sacaba,km 2/5 barrio magisterio cerca urb castillo,Casa,Dueño,330,,5,3,,1,130000,,0,parte pago vehiculo,sac,dueno,cas,5+,3+,nueva,301-430,ne,82-130,1,0,1,1,0,,,1.00
223,rld,2012,10,7,Cochabamba,sud,urb encañada,Casa en Urb.,Dueño,,,3,1,,0,42000,,0,,cb,dueno,casurb,3,1-2,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
224,rld,2012,10,7,Cochabamba,sud,urb domingo sabio,Casa en Urb.,Dueño,266,,,,,0,42000,,0,,cb,dueno,casurb,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
225,rld,2012,10,7,Quillacollo,quillacollo,av ferrocarril y chuquisaca,Casa,Inmobiliaria,340,,6,,1,0,140000,,0,,qllo,otro,cas,5+,ne,ne,301-430,ne,130-194,1,0,1,1,0,,,1.00
226,rld,2012,10,7,Cochabamba,norte,av melchor perez prolongacion,Casa,Inmobiliaria,,,4,,1,1,130000,,0,,cb,otro,cas,4,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
227,rld,2012,10,7,Cochabamba,centro,16 de julio y calama,Casa,Inmobiliaria,187,,,,,2,190000,,0,,cb,otro,cas,NE,ne,no-nueva,144-300,ne,130-194,1,0,1,1,0,,,1.00
228,rld,2012,10,7,Cochabamba,norte,av villarroel y ciclovia,Casa,Inmobiliaria,930,,,,,2,,,0,casa como lote,cb,otro,cas,NE,ne,no-nueva,697-max,ne,ne,1,0,0,0,0,,,1.00
229,rld,2012,10,7,Cochabamba,norte,av pando y ciclovia,Casa,Inmobiliaria,1600,,,,,2,,,0,casa como lote,cb,otro,cas,NE,ne,no-nueva,697-max,ne,ne,1,0,0,0,0,,,1.00
230,rld,2012,10,7,Sacaba,sacaba,sidumss A norte,Casa en Urb.,Inmobiliaria,500,,4,,,0,,,0,,sac,otro,casurb,4,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
231,rld,2012,10,7,Cochabamba,norte,urb el bosque I,Casa en Urb.,Inmobiliaria,1000,560,4,,,0,,,0,,cb,otro,casurb,4,ne,ne,697-max,273+,ne,1,1,0,0,0,,,1.00
233,rld,2012,10,7,Tiquipaya,tiquipaya,av reducto,Casa,Dueño,1000,,,,,0,95000,,0,,tiq,dueno,cas,NE,ne,ne,697-max,ne,82-130,1,0,1,1,0,,,1.00
234,rld,2012,10,7,Cochabamba,chilimarca,urb miraflores,Casa en Urb.,Dueño,,,,,,0,,,0,,cb,dueno,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
235,rld,2012,10,7,Cochabamba,chilimarca,,Casa,Dueño,1100,,6,2,1,0,110000,,0,,cb,dueno,cas,5+,1-2,ne,697-max,ne,82-130,1,0,1,1,0,,,1.00
236,rld,2012,10,7,Cochabamba,norte,detrás urb el bosque II,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
237,rld,2012,10,7,Cochabamba,chiquicollo,urb el puente,Casa en Urb.,Inmobiliaria,,,,,,0,,,0,,cb,otro,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
238,rld,2012,10,7,Cochabamba,chiquicollo,urb los esucaliptos,Casa en Urb.,Inmobiliaria,,,,,,0,,,0,,cb,otro,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
239,rld,2012,10,7,Sacaba,sacaba,pacata baja y circunvalacion,Casa,Dueño,235,,2,2,1,0,11000,,0,,sac,dueno,cas,1-2,1-2,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
240,rld,2012,10,7,Sacaba,puntiti,a 6 cuadras norte av circunvalacion,Casa,Dueño,,,3,,,0,35000,,0,,sac,dueno,cas,3,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
242,rld,2012,10,7,Cochabamba,norte,av antawara,Casa,Dueño,,,,,,1,,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
243,rld,2012,10,7,Cochabamba,norte,av circunvalacion y villarroel,Casa,Dueño,500,,5,,,0,300000,,0,,cb,dueno,cas,5+,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
244,rld,2012,10,7,Cochabamba,noreste,av ruben dario y jc torrez,Casa,Dueño,305,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
245,rld,2012,10,7,Sacaba,sacaba,urb amancayas,Casa en Urb.,Dueño,,,,,,0,,,0,,sac,dueno,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
246,rld,2012,10,7,Tiquipaya,tiquipaya,condominio cerca col tiquipaya,Casa en Urb.,Dueño,,,4,,,0,,,0,,tiq,dueno,casurb,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
247,rld,2012,10,7,Cochabamba,norte,av pando cerca IC norte,Casa,Dueño,,350,5,,,0,520000,,0,,cb,dueno,cas,5+,ne,ne,ne,273+,194+,0,1,1,0,1,1485.714286,,1.00
248,rld,2012,10,7,Sacaba,sacaba,barrio magisterio cerca urb el castillo,Casa,Dueño,,,,,,0,44500,,0,,sac,dueno,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
249,rld,2012,10,7,Cochabamba,sudeste,villa pagador,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
250,rld,2012,10,7,Sacaba,sacaba,km3 acera sud,Casa,Dueño,,,,,,0,138000,,0,,sac,dueno,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
251,rld,2012,10,7,Cochabamba,norte,av villavicencio,Casa,Dueño,400,,,,,0,98000,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
252,rld,2012,10,7,Sacaba,sacaba,urb sidumss B norte,Casa en Urb.,Dueño,,,3,,,0,150000,,0,,sac,dueno,casurb,3,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
253,rld,2012,10,7,Colcapirhua,colcapirhua,sumumpaya,Casa,Dueño,,,5,3,,0,,,0,,colc,dueno,cas,5+,3+,ne,ne,ne,ne,0,0,0,0,0,,,1.00
254,rld,2012,10,7,Cochabamba,,villa buch norte,Casa,Dueño,,,,,,1,118000,,0,,cb,dueno,cas,NE,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
255,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Dueño,362,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
256,rld,2012,10,7,Sacaba,sacaba,quintanilla,Casa,Dueño,,,3,,1,0,120000,,0,,sac,dueno,cas,3,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
257,rld,2012,10,7,Cochabamba,sud,av copacabana cerca av independencia,Casa,Dueño,,,,,,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
258,rld,2012,10,7,Tiquipaya,trojes,condominio calle caracol,Casa en Urb.,Dueño,,,,,,1,,,0,,tiq,dueno,casurb,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
260,rld,2012,10,7,Cochabamba,,urb magnolias III,Casa en Urb.,Inmobiliaria,,,3,,,0,,,0,,cb,otro,casurb,3,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
263,rld,2012,10,7,Cochabamba,centro,,Casa,Dueño,,,,,,0,,,0,casa comercial,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
264,rld,2012,10,7,Cochabamba,sudeste,urb la rinconada,Casa en Urb.,Inmobiliaria,,,,,,0,,,0,,cb,otro,casurb,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
266,rld,2012,10,7,Cochabamba,trojes,sobre avenida,Casa en Urb.,Inmobiliaria,,,5,,,0,130000,,0,,cb,otro,casurb,5+,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
267,rld,2012,10,7,Sacaba,sacaba,pacata pedregal,Casa,Dueño,,,,,,0,57000,,0,,sac,dueno,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
268,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Dueño,,,4,,,2,85000,,0,casa como lote,cb,dueno,cas,4,ne,no-nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
269,rld,2012,10,7,Cochabamba,centro,av oquendo y calama,Casa,Dueño,,,,,1,0,,,0,,cb,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
271,rld,2012,10,7,Cochabamba,san carlos,av 6 de agosto y ñuflo de chavez,Casa,Dueño,316,,13,,,0,420000,,0,edificio con 8 dptos p/alquileres,cb,dueno,cas,5+,ne,ne,301-430,ne,194+,1,0,1,1,0,,,1.00
272,rld,2012,10,7,Cochabamba,norte,alto mirador,Casa,Dueño,,,2,,,0,,,0,,cb,dueno,cas,1-2,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
273,rld,2012,10,7,Tiquipaya,tiquipaya,,Casa,Dueño,980,,4,,,0,,,0,,tiq,dueno,cas,4,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
274,rld,2012,10,7,Cochabamba,este,muyurina frente jardin botanico,Casa,Dueño,,,4,,,0,,,0,,cb,dueno,cas,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
275,rld,2012,10,7,Sacaba,sacaba,a 7 cuadras de la plza principal,Casa,Dueño,,,,,,0,,,0,casa como lote,sac,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
276,rld,2012,10,7,Cochabamba,norte,aranjuez,Casa,Dueño,1400,,4,,,0,,,0,,cb,dueno,cas,4,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
277,rld,2012,10,7,Tiquipaya,tiquipaya,trojes condominio,Casa en Urb.,Dueño,243,,3,,,0,,,0,,tiq,dueno,casurb,3,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
278,rld,2012,10,7,Cochabamba,norte,temporal de cala cala,Casa,Dueño,1400,763,6,,,0,,,0,,cb,dueno,cas,5+,ne,ne,697-max,273+,ne,1,1,0,0,0,,,1.00
281,rld,2012,10,7,Cochabamba,centro,calle lanza,Casa,Dueño,144,,,,,0,195000,,0,comercial con dptos,cb,dueno,cas,NE,ne,ne,144-300,ne,194+,1,0,1,1,0,,,1.00
282,rld,2012,10,7,Sacaba,sacaba,urb el castillo,Casa en Urb.,Dueño,,,4,3,,0,,,0,,sac,dueno,casurb,4,3+,ne,ne,ne,ne,0,0,0,0,0,,,1.00
283,rld,2012,10,7,Cochabamba,norte,parada trufi 36,Casa,Dueño,300,,,,,0,39000,,0,,cb,dueno,cas,NE,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
284,rld,2012,10,7,Colcapirhua,colcapirhua,km 6 av cap victor ustariz,Casa,Dueño,,,,,,0,,,0,,colc,dueno,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
285,rld,2012,10,7,Cochabamba,pucara grande,,Casa,Dueño,,,,,,1,,,0,permuta movilidad,cb,dueno,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
286,rld,2012,10,7,Cochabamba,norte,lomas de aranjuez,Casa,Dueño,,,5,,1,0,450000,,0,,cb,dueno,cas,5+,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
287,rld,2012,10,7,Sacaba,sacaba,km 1 1/2,Casa,Dueño,1017,,,,,0,160000,,0,,sac,dueno,cas,NE,ne,ne,697-max,ne,130-194,1,0,1,1,0,,,1.00
288,rld,2012,10,7,Sacaba,sacaba,centro calle colombia esq sta cruz,Casa,Dueño,507,,,,,0,,,0,,sac,dueno,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
289,rld,2012,10,7,Tiquipaya,tiquipaya,calle caracol,Casa,Inmobiliaria,2400,400,,,,0,,,0,,tiq,otro,cas,NE,ne,ne,697-max,273+,ne,1,1,0,0,0,,,1.00
290,rld,2012,10,7,Cochabamba,centro,calle 16 de julio,Casa,Inmobiliaria,1200,,,,,2,,,0,casa como lote,cb,otro,cas,NE,ne,no-nueva,697-max,ne,ne,1,0,0,0,0,,,1.00
291,rld,2012,10,7,Cochabamba,norte,muyurina av america,Casa,Inmobiliaria,540,,,,,2,,,0,casa p/construccion,cb,otro,cas,NE,ne,no-nueva,431-696,ne,ne,1,0,0,0,0,,,1.00
292,rld,2012,10,7,Cochabamba,centro,tumusla,Casa,Inmobiliaria,560,,,,,2,,,0,casa como lote,cb,otro,cas,NE,ne,no-nueva,431-696,ne,ne,1,0,0,0,0,,,1.00
293,rld,2012,10,7,Cochabamba,norte,pasos de av america,Casa,Inmobiliaria,800,,,,,2,,,0,casa como lote,cb,otro,cas,NE,ne,no-nueva,697-max,ne,ne,1,0,0,0,0,,,1.00
294,rld,2012,10,7,Cochabamba,norte,alto aranjuez,Casa en Urb.,Dueño,,,,,,1,130000,,0,,cb,dueno,casurb,NE,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
296,rld,2012,10,7,Colcapirhua,colcapirhua,av cap victor ustariz,Casa,Inmobiliaria,200,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
297,rld,2012,10,7,Cochabamba,norte,av villavicencio,Casa,Inmobiliaria,200,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
298,rld,2012,10,7,Sacaba,sacaba,pacata baja,Casa,Inmobiliaria,300,,,,,0,,,0,,sac,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
299,rld,2012,10,7,Sacaba,sacaba,quintanilla en urb cerrada,Casa en Urb.,Dueño,200,,,,,0,,,0,,sac,dueno,casurb,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
